inputDataLabel,outputDataLabel,inputVersion,outputVersion,varId,used,name,nameWithinFile,datasetGroupPath,bitPosition,bitCount,type,divisor,unit,min,max,nodata_value,nodata_value2,resamplingFactor,comment,Comment_2
Data label of the file used as an input,Data label of the file generated as an output,version of the input,Version of the output,Unique id of the output variable,"1: included in the generation, 0: excluded",,Field name in the file,For .h5 files,,,,,,,,,,1: 2400x2400 for mod09ga. 2: 1200x1200,0,
,,,,,,,,,,,,,,,,,,,,
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,79,1,daily_nodata_filter_s,,,,,uint8,1,unitless,0,255,1,,1,"Bit, position 1: hasNoInput, 2: neuralCloud, 3, backgroundReflectance nodata, 4: rareObservation, 5: STC cloud, 6: Cloud extension, 7: Saltpan and isolated. Default value: 1 for absent file or corrupted file.",
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,80,1,daily_zero_filter_s,,,,,uint8,1,unitless,0,255,0,,1,"Bit, position 1: NeuralOther excluding state_1km.clouds and including state_1km.saltpans, 2: NDSIBelowMinus005, 3: rawSnowBelow10, 4: rawGrainBelow40, 5: lowElevation, 6: waterBody, 7: rawSnowEquals0",
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,81,1,sensor_and_solar_azimuth_sensor_mask,,,,,uint8,1,unitless,0,255,0,,2,"Bit, position 1: sensor_azimuth nodata, 2: sensor_azimuth too low, 3: sensor_azimuth too high. 4: solar_azimuth nodata, 5: solar_azimuth too low, 6: solar_azimuth too high.",
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,82,1,sensor_and_solar_zenith_sensor_mask,,,,,uint8,1,unitless,0,255,0,,2,"Bit, position 1: sensor_zenith nodata, 2: sensor_zenith too low, 3: sensor_zenith too high. 4: solar_zenith nodata, 5: solar_zenith too low, 6: solar_zenith too high.",
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,83,1,reflectance_1_7_sensor_mask,,,,,uint32,1,unitless,0,4294967295,0,,1,"Bit, position 1: reflectance_1 nodata, 2: reflectance_1 too low, 3: reflectance_1 too high. 4: reflectance_2 nodata, 5: reflectance_2 too low, 6: reflectance_2 too high, 7: reflectance_3 nodata, etc…",
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,84,1,canopy_cover_fraction_s,,,,,uint8,1,percent,0,100,255,,1,,
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,85,1,time_interp_weight_s,,,,,uint8,1,percent,1,100,255,,1,,
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,86,1,raw_viewable_snow_fraction_s,,,,,uint8,1,percent,0,100,255,,1,,
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,87,1,raw_snow_fraction_s,,,,,uint8,1,percent,0,100,255,,1,,
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,88,1,raw_shade_fraction_s,,,,,uint8,1,percent,0,100,255,,1,,
mod09ga,modspiresdailytifsinu,v061,v2025.0.1,89,1,raw_grain_size_s,,,,,uint16,1,microns,40,1190,65535,,1,,
